               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.027432,            0.020608,                   0,             0.95728,             0.94304,             0.97927,             0.64715,            0.025401,            0.014658,                   0,            0.002318,            0.002318,            0.002318
                  17,            0.030567,            0.021826,                   0,                0.95,              0.9376,             0.97417,             0.62331,            0.026886,            0.015276,                   0,           0.0094434,           0.0094434,           0.0094434
                  18,            0.030061,            0.021626,                   0,             0.94017,             0.94338,             0.97499,             0.62775,            0.026747,            0.015147,                   0,           0.0093733,           0.0093733,           0.0093733
                  19,            0.029624,            0.021652,                   0,             0.93898,             0.94127,             0.97425,             0.62613,            0.026553,            0.015144,                   0,           0.0092995,           0.0092995,           0.0092995
                  20,            0.029222,            0.021532,                   0,             0.94794,             0.94822,             0.97701,             0.63334,            0.026535,            0.014984,                   0,           0.0092219,           0.0092219,           0.0092219
                  21,            0.029289,             0.02148,                   0,             0.94391,             0.95272,             0.97875,             0.63762,            0.026308,            0.014909,                   0,           0.0091406,           0.0091406,           0.0091406
                  22,            0.028981,            0.021151,                   0,             0.94674,             0.94853,             0.97712,             0.63056,            0.026682,            0.015076,                   0,           0.0090557,           0.0090557,           0.0090557
                  23,            0.028808,            0.021297,                   0,             0.94744,             0.94417,             0.97757,             0.63924,            0.026308,            0.014909,                   0,           0.0089673,           0.0089673,           0.0089673
                  24,            0.028533,            0.020977,                   0,             0.95076,             0.94762,             0.97774,             0.64087,            0.026275,            0.014929,                   0,           0.0088755,           0.0088755,           0.0088755
                  25,            0.028549,            0.020915,                   0,              0.9521,             0.94486,             0.97682,             0.63444,            0.026673,             0.01505,                   0,           0.0087804,           0.0087804,           0.0087804
                  26,            0.028425,            0.020885,                   0,             0.95098,             0.95216,             0.98016,             0.64232,             0.02606,            0.014914,                   0,            0.008682,            0.008682,            0.008682
                  27,            0.028391,            0.020932,                   0,             0.95063,             0.95028,             0.98055,             0.64715,            0.025978,            0.014788,                   0,           0.0085805,           0.0085805,           0.0085805
                  28,            0.028177,            0.020882,                   0,             0.95955,             0.94082,             0.98012,             0.64435,            0.025516,            0.014736,                   0,           0.0084759,           0.0084759,           0.0084759
                  29,            0.028082,            0.020778,                   0,             0.95332,             0.94641,             0.97955,             0.64691,            0.025834,            0.014699,                   0,           0.0083684,           0.0083684,           0.0083684
                  30,            0.028099,            0.020693,                   0,             0.95626,             0.94641,             0.97997,             0.64865,            0.025333,            0.014702,                   0,           0.0082581,           0.0082581,           0.0082581
                  31,            0.028074,            0.020622,                   0,             0.95122,             0.95156,             0.98074,             0.65236,            0.025616,            0.014602,                   0,            0.008145,            0.008145,            0.008145
                  32,            0.028309,            0.021028,                   0,              0.9421,             0.95569,             0.97989,              0.6514,            0.025942,            0.014559,                   0,           0.0080294,           0.0080294,           0.0080294
                  33,            0.028003,            0.020756,                   0,             0.95003,             0.94971,             0.97995,             0.65224,            0.025612,            0.014622,                   0,           0.0079112,           0.0079112,           0.0079112
                  34,            0.027914,            0.020753,                   0,             0.95446,             0.94545,              0.9803,             0.65427,            0.025553,            0.014589,                   0,           0.0077907,           0.0077907,           0.0077907
                  35,            0.027771,            0.020602,                   0,             0.95898,             0.94883,             0.98158,             0.65596,            0.025437,            0.014593,                   0,           0.0076679,           0.0076679,           0.0076679
                  36,            0.027815,            0.020486,                   0,             0.94726,             0.95852,             0.98109,             0.66041,             0.02538,            0.014452,                   0,            0.007543,            0.007543,            0.007543
                  37,            0.027475,            0.020458,                   0,             0.95206,             0.96207,             0.98152,             0.65865,            0.025123,             0.01443,                   0,            0.007416,            0.007416,            0.007416
                  38,            0.027459,            0.020221,                   0,             0.95368,             0.95367,             0.98157,             0.66011,            0.025064,             0.01451,                   0,           0.0072872,           0.0072872,           0.0072872
                  39,            0.027529,             0.02035,                   0,             0.95518,             0.95487,             0.98251,             0.66377,            0.024817,             0.01437,                   0,           0.0071566,           0.0071566,           0.0071566
                  40,            0.027199,            0.020366,                   0,             0.95488,             0.95701,             0.98276,             0.66425,            0.024907,            0.014363,                   0,           0.0070243,           0.0070243,           0.0070243
                  41,            0.027006,            0.019949,                   0,              0.9574,             0.95428,             0.98306,             0.66532,            0.024916,            0.014368,                   0,           0.0068906,           0.0068906,           0.0068906
                  42,             0.02714,            0.020251,                   0,             0.96092,             0.95428,             0.98315,             0.66473,            0.024796,            0.014343,                   0,           0.0067555,           0.0067555,           0.0067555
                  43,            0.027093,            0.020056,                   0,             0.96496,             0.95034,             0.98417,             0.66759,            0.024756,            0.014277,                   0,           0.0066191,           0.0066191,           0.0066191
                  44,            0.026846,            0.020042,                   0,             0.94846,             0.96394,             0.98353,             0.66616,            0.025138,            0.014356,                   0,           0.0064816,           0.0064816,           0.0064816
                  45,            0.026719,            0.020153,                   0,             0.95334,             0.95878,             0.98234,             0.66508,            0.025034,            0.014287,                   0,           0.0063432,           0.0063432,           0.0063432
                  46,            0.026713,            0.019748,                   0,             0.95778,             0.96246,             0.98343,             0.66937,            0.025139,            0.014231,                   0,            0.006204,            0.006204,            0.006204
                  47,            0.026499,            0.019969,                   0,             0.95988,             0.95604,             0.98317,             0.66823,            0.024906,            0.014221,                   0,            0.006064,            0.006064,            0.006064
                  48,            0.026455,            0.019737,                   0,             0.95694,             0.95671,             0.98342,             0.66891,            0.024862,            0.014241,                   0,           0.0059235,           0.0059235,           0.0059235
                  49,            0.026289,            0.019859,                   0,             0.94889,             0.96216,             0.98291,             0.67038,            0.024865,            0.014223,                   0,           0.0057826,           0.0057826,           0.0057826
                  50,            0.026185,             0.01954,                   0,             0.94842,             0.96367,             0.98364,             0.67361,            0.024844,            0.014235,                   0,           0.0056413,           0.0056413,           0.0056413
                  51,              0.0262,            0.019667,                   0,             0.95129,             0.95883,             0.98262,             0.67145,            0.024826,            0.014306,                   0,              0.0055,              0.0055,              0.0055
                  52,            0.025988,            0.019323,                   0,             0.95384,             0.95761,             0.98291,             0.67391,            0.025084,            0.014279,                   0,           0.0053587,           0.0053587,           0.0053587
                  53,            0.025927,            0.019663,                   0,             0.96089,             0.95307,             0.98377,             0.67337,             0.02503,            0.014311,                   0,           0.0052174,           0.0052174,           0.0052174
                  54,            0.025816,            0.019348,                   0,             0.95508,             0.95973,             0.98369,             0.67256,            0.024872,             0.01429,                   0,           0.0050765,           0.0050765,           0.0050765
                  55,            0.025897,            0.019316,                   0,             0.95636,             0.96276,             0.98461,             0.67401,            0.024641,            0.014227,                   0,            0.004936,            0.004936,            0.004936
                  56,            0.025726,            0.019119,                   0,             0.94521,             0.97154,             0.98418,             0.67457,            0.024565,            0.014219,                   0,            0.004796,            0.004796,            0.004796
                  57,            0.025663,              0.0191,                   0,              0.9481,             0.96789,             0.98374,             0.67597,            0.024507,            0.014272,                   0,           0.0046568,           0.0046568,           0.0046568
                  58,            0.025449,            0.019153,                   0,             0.95651,             0.95973,             0.98325,             0.67536,            0.024514,            0.014248,                   0,           0.0045184,           0.0045184,           0.0045184
                  59,             0.02515,            0.019084,                   0,             0.95626,             0.96004,             0.98347,             0.67578,            0.024666,            0.014244,                   0,           0.0043809,           0.0043809,           0.0043809
                  60,            0.025446,             0.01918,                   0,             0.95952,              0.9558,              0.9831,             0.67621,            0.024958,             0.01427,                   0,           0.0042445,           0.0042445,           0.0042445
                  61,            0.025203,            0.018918,                   0,             0.95573,             0.96185,             0.98329,             0.67558,            0.024982,            0.014253,                   0,           0.0041094,           0.0041094,           0.0041094
                  62,            0.025013,            0.018843,                   0,             0.96034,             0.95298,             0.98279,             0.67542,            0.024974,             0.01426,                   0,           0.0039757,           0.0039757,           0.0039757
                  63,            0.024934,            0.018818,                   0,             0.95447,              0.9584,             0.98305,             0.67574,             0.02498,            0.014266,                   0,           0.0038434,           0.0038434,           0.0038434
                  64,            0.024939,            0.018701,                   0,             0.95861,              0.9536,              0.9835,             0.67826,            0.024919,            0.014247,                   0,           0.0037128,           0.0037128,           0.0037128
                  65,            0.024562,            0.018642,                   0,             0.96064,             0.95331,               0.982,             0.67844,            0.024783,            0.014239,                   0,            0.003584,            0.003584,            0.003584
                  66,            0.024817,            0.018701,                   0,             0.95901,              0.9564,             0.98296,             0.67892,            0.024826,            0.014269,                   0,            0.003457,            0.003457,            0.003457
                  67,            0.024675,            0.018494,                   0,             0.95596,             0.95938,               0.983,             0.67888,            0.024729,            0.014271,                   0,           0.0033321,           0.0033321,           0.0033321
                  68,            0.024396,            0.018593,                   0,             0.95596,              0.9594,             0.98322,             0.67854,            0.024574,            0.014271,                   0,           0.0032093,           0.0032093,           0.0032093
                  69,            0.024558,            0.018546,                   0,             0.95823,             0.95852,             0.98328,             0.67935,            0.024476,            0.014257,                   0,           0.0030888,           0.0030888,           0.0030888
                  70,              0.0241,            0.018304,                   0,              0.9574,             0.96004,             0.98327,             0.67939,            0.024502,            0.014267,                   0,           0.0029706,           0.0029706,           0.0029706
                  71,            0.024219,            0.018307,                   0,             0.95746,              0.9609,             0.98359,             0.67998,            0.024493,            0.014268,                   0,            0.002855,            0.002855,            0.002855
                  72,            0.024103,            0.018498,                   0,             0.95708,             0.95878,             0.98366,             0.67914,            0.024595,            0.014287,                   0,           0.0027419,           0.0027419,           0.0027419
                  73,            0.023987,            0.018431,                   0,             0.95761,              0.9576,              0.9838,             0.67941,            0.024662,            0.014296,                   0,           0.0026316,           0.0026316,           0.0026316
                  74,            0.023981,            0.018274,                   0,              0.9596,             0.95639,             0.98364,             0.67917,            0.024726,              0.0143,                   0,           0.0025241,           0.0025241,           0.0025241
                  75,            0.023971,             0.01781,                   0,             0.96556,             0.95066,             0.98387,             0.67866,            0.024707,            0.014312,                   0,           0.0024195,           0.0024195,           0.0024195
                  76,            0.023767,            0.018289,                   0,             0.96239,             0.95277,             0.98379,             0.67823,             0.02472,            0.014323,                   0,            0.002318,            0.002318,            0.002318
                  77,            0.023527,            0.017994,                   0,             0.95584,             0.95668,             0.98312,             0.67782,            0.024689,            0.014352,                   0,           0.0022196,           0.0022196,           0.0022196
                  78,            0.023505,            0.017741,                   0,               0.957,              0.9567,             0.98297,             0.67791,            0.024648,            0.014372,                   0,           0.0021245,           0.0021245,           0.0021245
                  79,            0.023285,            0.017758,                   0,             0.95922,              0.9558,             0.98233,             0.67739,             0.02464,            0.014384,                   0,           0.0020327,           0.0020327,           0.0020327
                  80,            0.023379,              0.0178,                   0,             0.95912,             0.95398,             0.98206,             0.67754,             0.02465,            0.014397,                   0,           0.0019443,           0.0019443,           0.0019443
                  81,            0.023045,            0.017784,                   0,             0.95891,             0.95428,             0.98211,             0.67737,            0.024655,            0.014417,                   0,           0.0018594,           0.0018594,           0.0018594
                  82,            0.023051,            0.017693,                   0,             0.96068,             0.95426,             0.98281,             0.67844,            0.024614,            0.014423,                   0,           0.0017781,           0.0017781,           0.0017781
                  83,            0.023016,            0.017597,                   0,             0.95672,             0.95792,             0.98319,              0.6785,            0.024609,             0.01443,                   0,           0.0017005,           0.0017005,           0.0017005
                  84,              0.0229,             0.01761,                   0,              0.9595,              0.9539,             0.98261,             0.67826,            0.024608,            0.014442,                   0,           0.0016267,           0.0016267,           0.0016267
                  85,            0.022883,            0.017528,                   0,              0.9609,             0.95277,             0.98188,              0.6786,            0.024617,             0.01445,                   0,           0.0015566,           0.0015566,           0.0015566
                  86,            0.022785,            0.017514,                   0,              0.9579,             0.95751,             0.98224,             0.67896,            0.024615,            0.014457,                   0,           0.0014905,           0.0014905,           0.0014905
                  87,            0.022743,            0.017337,                   0,             0.95703,             0.95761,             0.98167,              0.6787,            0.024612,            0.014468,                   0,           0.0014283,           0.0014283,           0.0014283
                  88,            0.022781,            0.017384,                   0,              0.9557,             0.95852,             0.98099,             0.67876,            0.024629,            0.014478,                   0,           0.0013701,           0.0013701,           0.0013701
                  89,            0.022599,            0.017395,                   0,             0.95757,             0.95731,             0.98174,             0.67853,            0.024639,            0.014489,                   0,            0.001316,            0.001316,            0.001316
                  90,            0.022455,             0.01738,                   0,              0.9573,             0.95697,             0.98185,             0.67835,            0.024651,            0.014498,                   0,            0.001266,            0.001266,            0.001266
                  91,            0.022453,            0.017309,                   0,             0.95693,             0.95671,              0.9806,             0.67811,            0.024677,            0.014506,                   0,           0.0012202,           0.0012202,           0.0012202
                  92,            0.022404,            0.017266,                   0,             0.94811,             0.96549,             0.98064,             0.67846,            0.024691,            0.014516,                   0,           0.0011787,           0.0011787,           0.0011787
                  93,            0.022245,             0.01727,                   0,             0.95057,             0.96306,             0.98073,             0.67853,            0.024707,            0.014526,                   0,           0.0011414,           0.0011414,           0.0011414
                  94,            0.022419,            0.017208,                   0,             0.94905,             0.96427,             0.98133,             0.67872,            0.024711,            0.014534,                   0,           0.0011084,           0.0011084,           0.0011084
                  95,             0.02224,            0.017103,                   0,             0.95778,              0.9555,             0.98084,             0.67861,            0.024708,            0.014542,                   0,           0.0010797,           0.0010797,           0.0010797
                  96,            0.022228,            0.017074,                   0,             0.95751,              0.9558,             0.98108,             0.67859,            0.024711,            0.014549,                   0,           0.0010554,           0.0010554,           0.0010554
                  97,            0.022104,            0.017279,                   0,             0.95721,             0.95487,             0.97973,             0.67867,            0.024708,            0.014556,                   0,           0.0010355,           0.0010355,           0.0010355
                  98,               0.022,            0.016897,                   0,             0.95555,             0.95668,             0.97978,             0.67856,            0.024711,            0.014563,                   0,             0.00102,             0.00102,             0.00102
                  99,            0.022201,            0.016911,                   0,             0.95805,             0.95424,             0.97926,              0.6784,            0.024707,            0.014571,                   0,           0.0010089,           0.0010089,           0.0010089
